chr	pos	strand	M	Cov
1	108	+	5	6
1	109	-	13	13
1	114	+	7	8
1	115	-	12	14
1	160	+	9	11
1	161	-	10	12
1	310	-	3	9
1	499	+	5	9
1	510	+	5	8
1	511	-	3	7
1	641	+	5	6
1	642	-	4	5
1	646	+	4	6
1	647	-	3	6
1	649	+	5	6
1	650	-	5	6
1	789	+	3	3
1	790	-	9	9
1	808	+	3	3
1	809	-	9	10
1	838	+	3	3
1	839	-	8	8
1	903	+	4	5
1	904	-	9	10
1	910	+	4	6
1	911	-	8	10
1	947	+	5	7
1	948	-	4	7
1	5448	+	3	7
1	5449	-	2	8
1	5458	+	7	8
1	5459	-	6	8
1	5464	+	5	8
1	5465	-	2	5
1	6502	-	2	3
1	7019	+	4	8
1	7020	-	7	9
1	7021	+	5	8
1	7022	-	6	8
1	7034	-	3	8
1	17395	-	2	7
1	17543	+	3	4
1	17544	-	5	7
1	17571	+	3	5
1	17572	-	6	10
1	17601	+	2	5
1	17602	-	7	10
1	17639	+	5	5
1	17640	-	10	11
1	17831	+	5	8
1	17832	-	2	2
1	17958	+	1	1
1	17959	-	3	4
1	18104	+	2	2
1	18105	-	2	3
1	18358	-	1	1
1	18378	+	1	1
1	18435	+	6	8
1	18440	+	7	8
1	18445	+	6	8
1	18447	+	6	8
1	18515	+	9	10
1	18516	-	2	2
1	18539	+	7	8
1	18540	-	4	4
1	18700	+	8	8
1	18701	-	10	11
1	18714	+	6	6
1	18715	-	12	12
1	18754	+	4	5
1	18755	-	8	10
1	23998	+	3	11
1	24009	+	5	12
1	24014	+	4	13
1	24015	-	1	1
1	24187	+	4	6
1	24188	-	3	3
1	24189	+	6	7
1	24190	-	3	3
1	24195	+	4	7
1	24196	-	3	3
1	24235	+	11	11
1	24236	-	2	3
1	24302	+	7	10
1	24303	-	1	1
1	24311	+	10	10
1	24312	-	1	1
1	24330	+	6	6
1	24331	-	3	3
1	24351	+	8	9
1	24352	-	3	3
1	24353	+	10	10
1	24354	-	4	4
1	24413	+	7	7
1	24414	-	4	5
1	24455	+	3	3
1	24456	-	4	4
1	24622	+	5	5
1	24623	-	6	7
1	24634	+	5	5
1	24635	-	4	4
1	24722	+	3	3
1	24723	-	4	5
1	24746	+	3	3
1	24747	-	7	8
1	24834	+	1	1
1	24835	-	9	11
1	24837	+	2	2
1	24838	-	9	11
1	24944	+	5	7
1	24945	-	5	5
1	25064	+	6	6
1	25065	-	1	1
1	25075	+	6	7
1	25076	-	1	1
1	25083	+	5	5
1	25084	-	2	2
1	25103	+	5	5
1	25104	-	2	2
1	25123	+	7	8
1	25124	-	1	1
1	25167	+	6	7
1	25168	-	2	3
1	25170	+	7	7
1	25244	+	5	5
1	25245	-	2	2
1	25332	+	5	8
1	25333	-	2	2
1	25346	+	9	9
1	25347	-	3	3
1	25353	+	7	8
1	25354	-	3	3
1	25648	+	2	2
1	25649	-	4	4
1	25666	+	1	1
1	25667	-	3	3
1	25668	+	1	1
1	25669	-	3	3
1	25671	+	1	1
1	25672	-	3	3
1	25772	+	3	4
1	25773	-	2	2
1	25782	+	5	5
1	25783	-	2	2
1	25830	+	4	5
1	25831	-	2	2
1	25843	+	2	3
1	25844	-	2	2
1	25861	+	4	5
1	25862	-	2	2
1	25864	+	6	7
1	25865	-	2	2
1	25946	+	8	9
1	25947	-	7	7
1	25960	+	7	8
1	25961	-	8	8
1	26087	+	7	7
1	26088	-	5	6
1	26099	+	9	9
1	26100	-	6	6
1	26113	+	9	9
1	26114	-	6	7
1	26191	+	2	7
1	26350	+	5	5
1	26351	-	7	10
1	26360	+	2	3
1	26361	-	10	11
1	26365	+	3	3
1	26366	-	10	10
1	26379	+	5	5
1	26380	-	10	10
1	26402	+	5	5
1	26403	-	8	9
1	26408	+	5	5
1	26409	-	8	8
1	26557	+	8	8
1	26562	+	8	9
1	26563	-	1	1
1	26600	+	10	10
1	26649	+	6	6
1	26650	-	2	2
1	26728	+	2	2
1	26729	-	2	3
1	26730	+	2	2
1	26731	-	3	3
1	26786	+	3	3
1	26787	-	2	3
1	26920	+	3	4
1	26921	-	2	2
1	27148	+	4	4
1	27149	-	4	4
1	27162	+	3	3
1	27163	-	3	3
1	27184	+	4	4
1	27185	-	2	2
1	27484	+	6	6
1	27485	-	6	7
1	27499	+	7	7
1	27500	-	6	7
1	27501	+	6	7
1	27502	-	7	7
1	27624	+	7	7
1	27625	-	7	10
1	27650	+	8	9
1	27651	-	8	8
1	27843	+	3	6
1	27844	-	4	6
1	27872	+	4	4
1	27873	-	4	5
1	27977	+	6	6
1	27978	-	2	4
1	27989	+	6	7
1	27990	-	5	5
1	28015	+	7	7
1	28016	-	5	6
1	28020	+	6	6
1	28021	-	6	6
1	28032	+	4	4
1	28033	-	5	6
1	28090	+	4	4
1	28091	-	3	3
1	28158	+	7	7
1	28159	-	2	2
1	28299	+	3	6
1	28300	-	2	2
1	28308	+	6	6
1	28309	-	2	2
1	28315	+	5	5
1	28316	-	2	2
1	28323	+	4	4
1	28324	-	2	2
1	28515	+	5	6
1	28516	-	2	2
1	28753	+	6	6
1	28754	-	2	2
1	28763	+	8	8
1	28764	-	3	3
1	28789	+	2	7
1	28790	-	4	5
1	28848	+	6	6
1	28849	-	6	7
1	28859	+	5	7
1	28860	-	4	6
1	28923	+	4	5
1	28947	+	2	3
1	28948	-	5	5
1	28958	+	2	2
1	28959	-	4	5
1	28964	+	2	2
1	28965	-	6	6
1	28978	+	1	1
1	28979	-	7	7
1	29179	+	6	6
1	29180	-	2	2
1	29184	+	4	6
1	29185	-	2	2
1	29206	+	7	7
1	29207	-	1	1
1	29232	+	6	6
1	29233	-	2	2
1	29255	+	5	5
1	29256	-	2	2
1	29382	+	5	6
