chr	pos	strand	M	Cov
1	108	+	9	9
1	109	-	13	15
1	114	+	7	7
1	115	-	15	15
1	160	+	5	8
1	161	-	12	15
1	309	+	3	4
1	310	-	10	17
1	499	+	5	8
1	500	-	4	6
1	510	+	5	7
1	511	-	5	7
1	641	+	4	4
1	642	-	7	8
1	646	+	7	7
1	647	-	6	7
1	649	+	7	7
1	650	-	6	7
1	789	+	4	4
1	790	-	11	11
1	808	+	4	4
1	809	-	12	12
1	838	+	3	3
1	839	-	10	11
1	903	+	5	7
1	904	-	10	11
1	910	+	4	6
1	911	-	10	13
1	947	+	3	6
1	948	-	9	13
1	5448	+	6	10
1	5458	+	6	8
1	5459	-	3	3
1	5464	+	5	7
1	5465	-	3	3
1	6502	-	3	7
1	6511	+	2	5
1	6520	-	3	7
1	6682	+	2	10
1	7019	+	4	7
1	7020	-	5	6
1	7021	+	6	7
1	7022	-	7	7
1	7033	+	2	8
1	17543	+	6	7
1	17544	-	8	12
1	17571	+	5	8
1	17572	-	13	17
1	17601	+	2	5
1	17602	-	5	17
1	17639	+	4	6
1	17640	-	13	15
1	17831	+	11	14
1	17832	-	9	11
1	17958	+	5	5
1	17959	-	6	6
1	18104	+	5	5
1	18105	-	3	3
1	18358	-	1	1
1	18435	+	3	3
1	18440	+	3	3
1	18445	+	3	3
1	18447	+	2	3
1	18515	+	6	8
1	18516	-	7	7
1	18539	+	7	7
1	18540	-	8	9
1	18700	+	7	10
1	18701	-	15	16
1	18714	+	6	8
1	18715	-	15	15
1	18754	+	5	9
1	18755	-	5	9
1	23998	+	5	17
1	24009	+	7	16
1	24014	+	8	15
1	24187	+	8	10
1	24188	-	3	3
1	24189	+	8	8
1	24190	-	3	3
1	24195	+	9	9
1	24196	-	2	2
1	24235	+	7	9
1	24236	-	2	2
1	24302	+	4	6
1	24303	-	3	4
1	24311	+	7	7
1	24312	-	3	4
1	24330	+	6	6
1	24331	-	2	3
1	24351	+	6	6
1	24353	+	6	6
1	24354	-	1	1
1	24413	+	4	8
1	24414	-	3	5
1	24455	+	6	9
1	24456	-	7	12
1	24622	+	2	2
1	24623	-	5	6
1	24634	+	2	2
1	24635	-	3	5
1	24722	+	7	8
1	24723	-	5	8
1	24746	+	6	8
1	24747	-	6	6
1	24834	+	5	5
1	24835	-	6	6
1	24837	+	6	7
1	24838	-	6	6
1	24850	-	2	5
1	24944	+	7	9
1	24945	-	3	3
1	25064	+	9	9
1	25065	-	5	5
1	25075	+	10	10
1	25076	-	6	6
1	25083	+	6	8
1	25084	-	6	7
1	25103	+	7	8
1	25104	-	5	6
1	25123	+	6	6
1	25124	-	3	3
1	25167	+	9	10
1	25168	-	6	6
1	25170	+	9	9
1	25171	-	5	5
1	25244	+	9	10
1	25245	-	2	2
1	25332	+	6	7
1	25333	-	1	1
1	25346	+	6	6
1	25353	+	5	5
1	25354	-	1	1
1	25648	+	7	7
1	25649	-	4	4
1	25666	+	7	8
1	25667	-	5	5
1	25668	+	7	7
1	25669	-	5	5
1	25671	+	7	7
1	25672	-	5	5
1	25708	+	6	6
1	25709	-	3	3
1	25772	+	3	3
1	25773	-	2	2
1	25782	+	3	3
1	25783	-	3	3
1	25830	+	4	4
1	25831	-	2	2
1	25843	+	3	5
1	25861	+	5	5
1	25862	-	2	2
1	25864	+	5	5
1	25865	-	2	3
1	25946	+	2	3
1	25947	-	10	12
1	25960	+	3	3
1	25961	-	8	11
1	26087	+	8	9
1	26088	-	2	4
1	26099	+	8	8
1	26100	-	4	5
1	26113	+	11	11
1	26114	-	4	4
1	26191	+	4	8
1	26192	-	4	12
1	26350	+	6	6
1	26351	-	5	8
1	26360	+	4	5
1	26361	-	8	8
1	26365	+	5	5
1	26366	-	8	9
1	26379	+	4	4
1	26380	-	5	7
1	26402	+	1	1
1	26403	-	4	6
1	26408	+	2	2
1	26409	-	5	5
1	26557	+	3	4
1	26558	-	6	6
1	26562	+	5	5
1	26563	-	5	6
1	26600	+	7	8
1	26601	-	4	5
1	26649	+	10	10
1	26650	-	5	5
1	26728	+	5	5
1	26729	-	2	4
1	26730	+	3	4
1	26731	-	3	4
1	26786	+	3	3
1	26787	-	5	5
1	26920	+	7	7
1	26921	-	6	6
1	27148	+	6	8
1	27149	-	3	3
1	27162	+	7	9
1	27163	-	3	3
1	27184	+	9	11
1	27185	-	3	3
1	27484	+	5	5
1	27485	-	8	8
1	27499	+	5	6
1	27500	-	7	8
1	27501	+	6	6
1	27502	-	9	10
1	27624	+	8	8
1	27625	-	3	3
1	27650	+	6	6
1	27651	-	6	6
1	27843	+	6	6
1	27844	-	5	5
1	27872	+	4	4
1	27873	-	5	5
1	27977	+	10	10
1	27978	-	5	5
1	27989	+	9	9
1	27990	-	2	4
1	28015	+	8	8
1	28016	-	3	4
1	28020	+	9	9
1	28021	-	3	4
1	28032	+	8	8
1	28033	-	3	5
1	28090	+	6	9
1	28091	-	3	3
1	28158	+	4	5
1	28159	-	3	4
1	28299	+	4	6
1	28308	+	5	6
1	28315	+	6	6
1	28323	+	5	5
1	28515	+	4	6
1	28753	+	6	7
1	28754	-	3	6
1	28763	+	5	5
1	28764	-	7	8
1	28790	-	5	13
1	28848	+	7	7
1	28849	-	14	14
1	28859	+	4	7
