chr	pos	strand	M	Cov
1	108	+	9	9
1	109	-	10	12
1	114	+	8	9
1	115	-	11	12
1	160	+	8	13
1	161	-	7	7
1	310	-	3	6
1	499	+	2	5
1	510	+	2	4
1	641	+	4	6
1	642	-	4	6
1	646	+	2	5
1	649	+	4	6
1	789	+	6	7
1	790	-	9	11
1	808	+	4	5
1	809	-	9	11
1	838	+	6	6
1	839	-	10	11
1	903	+	6	7
1	904	-	7	12
1	910	+	3	6
1	911	-	7	11
1	947	+	3	4
1	948	-	10	13
1	5448	+	4	5
1	5449	-	6	7
1	5458	+	3	3
1	5459	-	5	6
1	5464	+	4	4
1	5465	-	4	5
1	6501	+	3	6
1	6511	+	2	6
1	6519	+	2	6
1	6520	-	3	4
1	7019	+	4	5
1	7020	-	2	3
1	7021	+	5	5
1	7022	-	3	3
1	7033	+	2	6
1	7034	-	2	4
1	17543	+	3	7
1	17544	-	3	7
1	17571	+	12	13
1	17572	-	8	12
1	17601	+	13	17
1	17602	-	10	11
1	17639	+	16	19
1	17640	-	10	11
1	17831	+	7	7
1	17832	-	3	5
1	17958	+	2	2
1	17959	-	2	3
1	18104	+	2	3
1	18105	-	2	2
1	18435	+	3	3
1	18440	+	4	4
1	18445	+	4	4
1	18447	+	4	4
1	18516	-	2	2
1	18539	+	2	2
1	18540	-	2	3
1	18700	+	10	10
1	18701	-	3	3
1	18714	+	8	9
1	18715	-	6	6
1	18754	+	3	7
1	18755	-	6	10
1	23998	+	4	11
1	23999	-	2	5
1	24009	+	4	11
1	24010	-	2	6
1	24014	+	6	12
1	24015	-	4	6
1	24187	+	6	8
1	24188	-	2	2
1	24189	+	7	8
1	24190	-	2	2
1	24195	+	7	9
1	24196	-	2	2
1	24235	+	4	8
1	24236	-	2	5
1	24302	+	4	5
1	24303	-	5	6
1	24311	+	3	5
1	24312	-	5	5
1	24330	+	4	5
1	24331	-	2	2
1	24351	+	6	6
1	24352	-	2	3
1	24353	+	6	6
1	24354	-	3	3
1	24413	+	4	7
1	24414	-	2	3
1	24455	+	5	8
1	24456	-	2	3
1	24622	+	4	7
1	24623	-	3	4
1	24634	+	3	4
1	24635	-	3	4
1	24722	+	4	5
1	24723	-	2	2
1	24746	+	4	5
1	24747	-	4	4
1	24834	+	7	7
1	24835	-	9	10
1	24837	+	8	8
1	24838	-	9	10
1	24850	-	3	9
1	24944	+	7	7
1	24945	-	11	13
1	25064	+	7	7
1	25065	-	7	8
1	25075	+	9	9
1	25076	-	9	9
1	25083	+	11	11
1	25084	-	7	7
1	25103	+	12	14
1	25104	-	7	8
1	25123	+	16	16
1	25124	-	7	8
1	25167	+	10	14
1	25168	-	3	3
1	25170	+	14	14
1	25171	-	2	2
1	25244	+	9	10
1	25245	-	2	2
1	25332	+	7	7
1	25333	-	1	1
1	25346	+	8	8
1	25347	-	1	1
1	25353	+	9	9
1	25354	-	1	1
1	25648	+	3	3
1	25649	-	4	5
1	25666	+	3	3
1	25667	-	4	4
1	25668	+	3	3
1	25669	-	4	4
1	25671	+	4	4
1	25672	-	4	4
1	25708	+	3	6
1	25772	+	9	10
1	25773	-	2	2
1	25782	+	9	10
1	25783	-	3	3
1	25830	+	8	8
1	25831	-	2	2
1	25843	+	6	7
1	25844	-	3	4
1	25861	+	4	4
1	25862	-	4	4
1	25864	+	3	3
1	25865	-	4	4
1	25946	+	2	2
1	25947	-	2	2
1	25960	+	3	3
1	25961	-	4	4
1	26087	+	2	2
1	26088	-	3	3
1	26099	+	3	3
1	26100	-	2	3
1	26113	+	3	3
1	26114	-	3	3
1	26192	-	4	10
1	26350	+	4	5
1	26351	-	3	4
1	26360	+	4	5
1	26361	-	5	5
1	26365	+	5	6
1	26366	-	5	5
1	26379	+	3	5
1	26380	-	5	6
1	26402	+	2	6
1	26403	-	7	7
1	26408	+	5	5
1	26409	-	9	9
1	26557	+	5	5
1	26558	-	5	6
1	26562	+	4	5
1	26563	-	4	5
1	26600	+	4	4
1	26601	-	2	2
1	26649	+	3	3
1	26650	-	2	2
1	26728	+	5	5
1	26729	-	2	3
1	26730	+	4	5
1	26731	-	2	2
1	26786	+	2	3
1	26787	-	2	3
1	26920	+	4	4
1	26921	-	4	6
1	27148	+	5	5
1	27149	-	7	8
1	27162	+	4	4
1	27163	-	6	7
1	27184	+	5	5
1	27185	-	3	4
1	27484	+	6	6
1	27485	-	8	8
1	27499	+	6	6
1	27500	-	9	10
1	27501	+	6	6
1	27502	-	10	10
1	27624	+	7	7
1	27625	-	6	6
1	27650	+	6	6
1	27651	-	4	4
1	27843	+	3	3
1	27844	-	5	5
1	27872	+	3	3
1	27873	-	3	4
1	27977	+	2	3
1	27978	-	3	3
1	27989	+	4	4
1	27990	-	5	5
1	28015	+	5	6
1	28016	-	4	4
1	28020	+	5	5
1	28021	-	5	5
1	28032	+	7	7
1	28033	-	4	5
1	28090	+	4	5
1	28091	-	2	3
1	28158	+	7	7
1	28159	-	7	8
1	28299	+	9	10
1	28300	-	3	3
1	28308	+	8	8
1	28309	-	3	3
1	28315	+	7	7
1	28316	-	3	3
1	28323	+	8	8
1	28324	-	2	3
1	28515	+	9	10
1	28516	-	7	7
1	28753	+	2	2
1	28754	-	4	7
1	28763	+	3	3
1	28764	-	6	7
1	28789	+	5	6
1	28790	-	5	7
1	28848	+	7	9
1	28849	-	8	8
1	28859	+	3	9
1	28860	-	5	9
1	28923	+	2	5
1	28924	-	7	10
1	28947	+	4	4
1	28948	-	6	7
1	28958	+	5	5
1	28959	-	4	4
1	28964	+	6	6
1	28965	-	4	4
1	28978	+	6	6
1	28979	-	4	4
1	29179	+	5	6
1	29180	-	11	13
1	29184	+	6	6
1	29185	-	10	13
1	29206	+	6	6
1	29207	-	11	13
1	29232	+	5	5
1	29233	-	9	10
1	29255	+	4	6
1	29256	-	4	5
1	29382	+	4	5
1	29383	-	3	5
1	29387	+	5	5
1	29388	-	4	5
1	29392	+	3	5
1	29393	-	3	5
1	29397	+	5	5
1	29398	-	3	5
1	29427	+	7	7
1	29428	-	2	3
1	29434	+	6	6
1	29435	-	3	3
1	29438	-	2	4
1	29463	+	8	9
1	29464	-	2	2
1	29470	+	8	8
1	29471	-	2	2
1	29494	+	9	9
1	29495	-	1	1
1	29506	+	9	9
1	29507	-	2	2
1	29562	+	5	6
1	29563	-	2	2
1	29567	+	7	7
1	29568	-	2	2
1	29626	+	5	6
1	29627	-	1	1
1	29629	+	7	7
1	29630	-	1	1
1	29704	+	4	4
1	29705	-	3	4
1	29755	+	3	4
1	29756	-	5	6
1	29888	-	5	6
1	29889	+	2	2
1	29890	-	4	5
1	29966	+	4	6
1	29967	-	6	6
1	29976	+	6	6
1	29977	-	6	7
1	29986	+	7	8
1	29987	-	5	7
1	29999	+	8	8
1	30000	-	7	7
1	30001	+	7	9
1	30002	-	7	7
1	30006	+	7	9
1	30007	-	7	8
1	30035	+	9	13
1	30036	-	7	8
1	30040	+	9	12
1	30041	-	8	8
1	30055	+	9	11
1	30056	-	5	9
1	30175	+	4	6
1	30176	-	5	5
1	30183	+	5	5
1	30184	-	2	3
1	30189	+	3	4
1	30190	-	2	2
1	30464	+	3	5
1	30465	-	7	7
1	30469	+	4	6
1	30470	-	6	7
1	30484	+	4	6
1	30485	-	7	8
1	30522	-	2	8
1	30542	+	6	6
1	30543	-	7	8
1	30561	+	6	6
1	30562	-	6	6
1	30564	+	7	7
1	30565	-	5	6
1	30584	+	7	7
1	30585	-	5	5
1	30593	+	9	9
1	30594	-	5	5
1	30623	+	9	10
1	30624	-	2	4
1	30630	+	13	13
1	30631	-	3	3
1	30690	+	11	16
1	30691	-	2	2
1	30698	+	11	16
1	30699	-	2	2
1	30714	+	15	16
1	30715	-	2	3
1	30752	+	2	7
1	30758	+	2	7
1	30878	+	7	10
1	31698	+	8	8
1	31699	-	5	5
1	31706	+	7	8
1	31707	-	4	6
1	31709	+	8	8
1	31710	-	3	6
1	31724	+	3	7
1	31969	+	7	14
1	31970	-	3	6
1	31983	+	10	15
1	31984	-	3	5
1	32136	+	5	5
1	32137	-	3	5
1	35020	+	6	7
1	35021	-	2	4
1	35027	+	7	8
1	35028	-	2	4
1	35042	+	8	8
1	35043	-	6	6
1	35050	+	7	8
1	35051	-	6	6
1	35230	+	2	3
1	35231	-	2	4
1	35423	+	2	2
1	35424	-	10	10
1	35425	+	3	3
1	35426	-	11	11
1	35883	+	3	3
1	35892	+	4	4
1	35893	-	2	3
1	35900	+	3	4
1	35901	-	2	2
1	36090	+	5	8
1	36091	-	6	6
1	36099	+	9	10
1	36100	-	5	5
1	42546	-	5	9
1	44726	+	5	7
1	44727	-	10	11
1	47947	-	2	12
1	55841	+	3	3
1	55842	-	6	6
1	55919	+	5	5
1	55920	-	6	8
1	55921	+	5	5
1	55922	-	8	8
1	55937	+	7	7
1	55938	-	6	7
1	55997	+	8	8
1	55998	-	7	8
1	56015	+	7	8
1	56016	-	7	7
1	56024	+	5	6
1	56025	-	8	8
1	56042	+	6	6
1	56043	-	9	11
1	56075	+	5	5
1	56076	-	8	9
1	56093	+	3	3
1	56094	-	7	8
1	56120	+	3	3
1	56121	-	9	9
1	56147	+	2	3
1	56148	-	8	8
1	56157	-	9	9
1	56201	+	4	5
1	56202	-	11	11
1	56211	+	6	8
1	56212	-	12	15
1	56240	+	6	9
1	56241	-	12	16
1	56258	+	12	12
1	56259	-	12	15
1	56267	+	9	13
1	56268	-	13	17
1	56404	+	10	11
1	56405	-	5	7
1	56429	+	6	7
1	56430	-	6	7
1	56439	+	6	6
1	56440	-	9	9
1	56458	+	4	4
1	56459	-	7	7
1	56519	+	5	7
1	56520	-	8	9
1	56541	+	5	8
1	56542	-	2	6
1	65144	+	3	9
1	65145	-	2	5
1	70632	-	2	8
1	70683	+	5	8
1	70684	-	7	7
1	70691	+	3	7
1	70692	-	8	9
1	70720	+	3	4
1	70721	-	6	8
1	70789	-	2	4
1	70834	+	3	4
1	70835	-	4	6
1	70865	+	2	4
1	70866	-	3	8
1	70876	+	3	4
1	70877	-	4	9
1	71872	+	4	7
1	71873	-	2	6
1	71879	+	5	5
1	71880	-	4	6
1	71897	+	3	3
1	71898	-	2	3
1	76838	+	2	8
1	76839	-	4	8
1	76856	+	4	9
1	76857	-	2	7
1	76943	+	3	9
1	76944	-	3	4
1	77001	-	3	9
1	77036	+	2	3
1	77037	-	6	11
1	77038	+	3	3
1	77039	-	6	10
1	77059	+	3	4
1	77060	-	4	10
1	77221	-	4	5
1	77222	+	2	5
1	77223	-	4	5
1	77229	+	2	5
1	77230	-	4	5
1	77241	+	2	5
1	77242	-	4	5
1	77352	+	2	5
1	77353	-	2	3
1	77368	+	5	6
1	77369	-	2	4
1	77371	+	5	6
1	77378	+	4	5
1	77379	-	2	5
1	77391	+	2	3
1	77392	-	2	4
1	79852	-	2	12
1	92466	+	1	1
1	92671	+	4	4
1	92672	-	5	6
1	92865	+	8	8
1	92866	-	4	4
1	92875	+	7	7
1	92876	-	3	4
1	92889	+	4	6
1	92890	-	3	4
1	93220	+	6	8
1	93221	-	7	8
1	93325	+	5	5
1	93326	-	8	13
1	93531	+	6	6
1	93532	-	4	5
1	93535	+	6	6
1	93798	+	8	9
1	93799	-	2	2
1	93807	+	8	9
1	93808	-	2	2
1	93831	+	7	11
1	93834	+	12	12
1	93981	+	6	7
1	93982	-	4	5
1	93991	+	4	6
1	93992	-	3	4
1	94025	+	6	8
1	94026	-	2	3
1	94151	+	2	6
1	94181	+	4	6
1	94182	-	6	6
1	94410	+	2	7
1	94411	-	4	6
1	94415	+	8	8
1	94416	-	4	4
1	94457	+	4	8
1	94458	-	2	3
1	94609	+	3	3
1	94610	-	3	3
1	94612	+	3	3
1	94613	-	3	3
1	94621	+	3	3
1	94622	-	3	3
1	94633	+	3	3
1	94634	-	3	3
1	94711	+	3	7
1	94712	-	2	3
1	94778	+	2	6
1	94779	-	4	4
1	94800	+	4	6
1	94801	-	3	4
1	94991	+	4	7
1	95014	+	3	4
1	95019	+	2	4
1	95256	+	3	9
1	95257	-	2	4
1	98031	+	2	5
1	98032	-	2	7
1	98214	-	2	7
1	98231	+	2	3
1	98232	-	5	6
1	98567	+	3	3
1	98568	-	5	5
1	98573	+	2	3
1	98574	-	5	5
1	101046	+	2	3
1	101050	-	2	5
1	101184	+	5	10
1	101193	+	9	11
1	101194	-	5	5
1	101222	+	2	14
1	110543	+	3	5
1	110544	-	2	4
1	110634	-	3	5
1	110702	+	3	5
1	110703	-	5	7
1	110750	+	5	5
1	110751	-	3	3
1	110851	+	6	7
1	110852	-	2	2
1	110853	+	7	7
1	110854	-	2	2
1	110871	+	5	6
1	110872	-	2	2
1	110879	+	5	6
1	110880	-	3	3
1	110943	+	5	6
1	110944	-	2	2
1	110955	+	5	6
1	110956	-	3	3
1	110987	+	4	5
1	110988	-	3	3
1	111003	+	5	5
1	111004	-	2	3
1	111005	+	5	5
1	111006	-	3	3
1	111021	+	4	4
1	111022	-	3	3
1	111030	+	4	5
1	111031	-	2	2
1	111032	+	5	5
1	111033	-	2	2
1	111158	+	2	5
1	111159	-	2	4
1	111173	+	4	5
1	111174	-	3	3
