chr	pos	strand	M	Cov
1	108	+	11	11
1	109	-	10	11
1	114	+	13	13
1	115	-	10	10
1	160	+	13	13
1	161	-	15	16
1	309	+	8	8
1	310	-	10	11
1	499	+	9	11
1	500	-	3	4
1	510	+	8	9
1	511	-	4	6
1	641	+	12	12
1	642	-	11	11
1	646	+	11	11
1	647	-	10	10
1	649	+	9	11
1	650	-	10	10
1	789	+	4	4
1	790	-	13	14
1	808	+	5	5
1	809	-	11	12
1	838	+	5	5
1	839	-	12	14
1	903	+	4	7
1	904	-	16	17
1	910	+	4	8
1	911	-	16	17
1	947	+	9	12
1	948	-	12	12
1	1323	+	7	9
1	1324	-	10	11
1	1438	+	3	9
1	1439	-	6	7
1	1541	-	2	4
1	4107	+	2	7
1	4108	-	2	5
1	5458	+	6	7
1	5459	-	4	4
1	5464	+	6	7
1	5465	-	4	4
1	6451	+	2	3
1	6452	-	6	7
1	6501	+	3	3
1	6502	-	7	8
1	6511	+	3	3
1	6512	-	7	8
1	6519	+	2	3
1	6520	-	8	8
1	6682	+	3	3
1	6683	-	9	9
1	6686	-	7	9
1	6691	+	3	4
1	6692	-	9	9
1	7019	+	8	8
1	7020	-	7	8
1	7021	+	8	8
1	7022	-	8	8
1	7033	+	7	7
1	7034	-	8	9
1	10512	+	8	10
1	10513	-	10	14
1	10608	+	3	13
1	10609	-	3	6
1	10773	+	5	10
1	10774	-	4	8
1	16824	+	2	11
1	16839	+	3	10
1	16841	+	3	10
1	16843	+	2	10
1	16914	+	3	12
1	16915	-	2	9
1	16955	+	8	17
1	16956	-	2	5
1	16973	+	10	18
1	16974	-	4	9
1	17174	+	2	4
1	17395	-	4	10
1	17543	+	11	12
1	17544	-	6	8
1	17571	+	17	18
1	17572	-	13	13
1	17601	+	17	20
1	17602	-	7	8
1	17639	+	16	17
1	17640	-	11	13
1	17831	+	13	17
1	17832	-	4	6
1	17958	+	3	4
1	17959	-	4	4
1	18104	+	4	4
1	18105	-	5	5
1	18358	-	2	2
1	18364	-	2	2
1	18375	-	1	1
1	18379	-	1	1
1	18435	+	9	10
1	18440	+	9	10
1	18445	+	9	10
1	18447	+	7	10
1	18515	+	11	12
1	18516	-	4	6
1	18539	+	14	14
1	18540	-	5	6
1	18700	+	11	12
1	18701	-	9	10
1	18714	+	13	13
1	18715	-	10	11
1	18754	+	14	14
1	18755	-	7	7
1	18973	+	9	11
1	18974	-	6	8
1	19101	+	3	12
1	19102	-	3	15
1	21938	+	5	8
1	21939	-	3	5
1	21953	-	2	6
1	22514	+	8	12
1	22515	-	3	4
1	22534	+	6	10
1	22535	-	2	2
1	22562	+	4	8
1	22563	-	7	8
1	22565	+	5	8
1	22566	-	6	8
1	22657	+	9	10
1	22658	-	3	3
1	22662	+	9	11
1	22663	-	4	4
1	22736	+	9	9
1	22737	-	7	8
1	22754	+	8	8
1	22755	-	8	9
1	22786	+	6	8
1	22787	-	8	9
1	22798	+	7	8
1	22799	-	6	7
1	22830	+	11	12
1	22831	-	7	8
1	22836	+	11	13
1	22837	-	8	9
1	22869	+	9	9
1	22870	-	18	20
1	22971	+	3	6
1	22972	-	7	18
1	24187	+	3	13
1	24189	+	13	13
1	24190	-	3	3
1	24195	+	12	14
1	24196	-	3	3
1	24302	+	10	11
1	24311	+	11	12
1	24312	-	3	3
1	24330	+	12	12
1	24331	-	3	3
1	24351	+	11	12
1	24352	-	3	3
1	24353	+	11	11
1	24354	-	2	2
1	24413	+	10	10
1	24414	-	1	1
1	24455	+	9	9
1	24456	-	4	4
1	24622	+	2	2
1	24623	-	2	3
1	24746	+	5	6
1	24747	-	5	6
1	24834	+	6	7
1	24835	-	6	6
1	24837	+	6	7
1	24838	-	6	6
1	24849	+	2	6
1	24850	-	2	7
1	25064	+	8	8
1	25065	-	9	9
1	25075	+	9	9
1	25076	-	7	7
1	25083	+	8	8
1	25084	-	6	7
1	25103	+	8	8
1	25104	-	4	4
1	25123	+	9	9
1	25124	-	2	3
1	25167	+	11	11
1	25168	-	2	2
1	25170	+	11	11
1	25171	-	2	2
1	25244	+	10	10
1	25245	-	3	3
1	25332	+	6	7
1	25333	-	5	5
1	25346	+	8	8
1	25347	-	5	5
1	25353	+	7	7
1	25354	-	5	5
1	25648	+	10	10
1	25649	-	4	4
1	25666	+	13	13
1	25667	-	3	3
1	25668	+	13	14
1	25669	-	4	4
1	25671	+	13	13
1	25672	-	4	4
1	25708	+	10	10
1	25709	-	3	4
1	25772	+	3	4
1	25773	-	6	6
1	25782	+	4	5
1	25783	-	6	6
1	25830	+	8	8
1	25831	-	6	6
1	25843	+	7	7
1	25844	-	6	6
1	25861	+	8	8
1	25862	-	7	7
1	25864	+	6	7
1	25865	-	6	6
1	25946	+	7	8
1	25947	-	6	6
1	25960	+	9	10
1	25961	-	4	4
1	26087	+	8	8
1	26088	-	7	7
1	26099	+	10	10
1	26100	-	7	7
1	26350	+	7	7
1	26351	-	6	6
1	26360	+	7	7
1	26361	-	7	7
1	26365	+	7	7
1	26366	-	9	9
1	26379	+	5	5
1	26380	-	10	10
1	26402	+	7	7
1	26403	-	11	11
1	26408	+	8	8
1	26409	-	8	9
1	26557	+	10	10
1	26558	-	2	2
1	26562	+	9	9
1	26563	-	3	3
1	26600	+	6	7
1	26601	-	3	3
1	26649	+	5	5
1	26650	-	6	6
1	26729	-	3	3
1	26730	+	3	3
1	26731	-	4	4
1	26786	+	3	3
1	26787	-	7	7
1	26920	+	4	4
1	26921	-	10	10
1	26959	+	5	5
1	26960	-	12	12
1	27148	+	16	16
1	27149	-	6	6
1	27162	+	15	16
1	27163	-	7	7
1	27184	+	14	16
1	27185	-	7	8
1	27484	+	4	4
1	27485	-	7	7
1	27499	+	5	5
1	27500	-	6	7
1	27501	+	6	6
1	27502	-	6	7
1	27624	+	5	5
1	27625	-	6	6
1	27650	+	6	6
1	27651	-	6	6
1	27843	+	9	9
1	27844	-	4	5
1	27977	+	8	9
1	27978	-	4	4
1	27989	+	9	9
1	27990	-	4	5
1	28015	+	5	5
1	28016	-	6	6
1	28020	+	7	7
1	28021	-	6	6
1	28032	+	8	8
1	28033	-	6	6
1	28158	+	8	10
