chr	pos	strand	M	Cov
1	108	+	7	7
1	109	-	17	18
1	114	+	8	9
1	115	-	16	17
1	160	+	7	8
1	161	-	9	11
1	309	+	10	10
1	310	-	6	6
1	499	+	3	6
1	500	-	4	4
1	510	+	2	5
1	511	-	4	4
1	641	+	8	8
1	642	-	4	4
1	646	+	7	8
1	647	-	4	4
1	649	+	8	8
1	650	-	4	4
1	789	+	6	7
1	790	-	4	5
1	808	+	6	8
1	809	-	7	7
1	838	+	7	9
1	839	-	6	6
1	903	+	7	8
1	904	-	6	7
1	910	+	6	8
1	911	-	8	8
1	947	+	8	11
1	948	-	7	8
1	1323	+	8	9
1	1324	-	4	4
1	1438	+	4	8
1	1439	-	7	8
1	5458	+	8	9
1	5459	-	4	5
1	5464	+	8	8
1	5465	-	4	5
1	6451	+	2	3
1	6452	-	7	7
1	6501	+	5	5
1	6502	-	6	6
1	6511	+	3	4
1	6512	-	5	6
1	6519	+	4	4
1	6520	-	4	4
1	6682	+	4	5
1	6683	-	8	9
1	6685	+	4	5
1	6686	-	8	9
1	6691	+	8	8
1	6692	-	8	9
1	7019	+	8	8
1	7020	-	8	8
1	7021	+	10	10
1	7022	-	7	7
1	7033	+	10	10
1	7034	-	5	5
1	10512	+	3	4
1	10513	-	7	10
1	10609	-	3	11
1	10773	+	3	10
1	10774	-	8	11
1	16870	+	2	11
1	16914	+	4	11
1	16915	-	3	7
1	16955	+	4	9
1	16956	-	3	8
1	16973	+	9	12
1	16974	-	4	8
1	17543	+	4	6
1	17544	-	11	12
1	17571	+	4	7
1	17572	-	13	16
1	17601	+	4	6
1	17602	-	11	14
1	17639	+	6	8
1	17640	-	15	16
1	17831	+	5	9
1	17832	-	5	7
1	17958	+	2	2
1	17959	-	8	9
1	18104	+	1	1
1	18105	-	3	4
1	18435	+	3	4
1	18440	+	3	4
1	18445	+	3	6
1	18447	+	3	6
1	18515	+	7	9
1	18516	-	5	6
1	18539	+	6	6
1	18540	-	6	7
1	18700	+	9	11
1	18701	-	9	10
1	18714	+	9	10
1	18715	-	8	9
1	18754	+	12	12
1	18755	-	6	6
1	18973	+	7	7
1	18974	-	5	6
1	19596	+	1	1
1	21938	+	9	12
1	21939	-	7	9
1	22514	+	12	13
1	22515	-	3	3
1	22534	+	11	12
1	22535	-	5	5
1	22562	+	9	10
1	22563	-	6	6
1	22565	+	9	10
1	22566	-	6	6
1	22657	+	12	14
1	22658	-	4	6
1	22662	+	13	14
1	22663	-	6	6
1	22736	+	6	6
1	22737	-	13	13
1	22754	+	4	4
1	22755	-	14	14
1	22786	+	3	5
1	22787	-	12	12
1	22798	+	4	5
1	22799	-	16	16
1	22830	+	6	7
1	22831	-	13	13
1	22836	+	6	7
1	22837	-	14	14
1	22869	+	6	8
1	22870	-	14	14
1	22971	+	6	14
1	22972	-	14	17
1	23026	-	2	12
1	24189	+	12	14
1	24190	-	3	3
1	24195	+	11	13
1	24196	-	4	4
1	24302	+	4	4
1	24311	+	5	5
1	24312	-	2	2
1	24330	+	5	5
1	24331	-	4	4
1	24351	+	7	7
1	24352	-	5	5
1	24353	+	7	7
1	24354	-	5	5
1	24413	+	9	10
1	24414	-	9	9
1	24455	+	10	10
1	24456	-	6	7
1	24622	+	5	5
1	24623	-	3	3
1	24746	+	6	6
1	24747	-	6	7
1	24834	+	8	8
1	24835	-	8	8
1	24837	+	8	9
1	24838	-	7	7
1	24849	+	7	9
1	24850	-	2	6
1	25064	+	15	16
1	25065	-	7	7
1	25075	+	13	14
1	25076	-	7	7
1	25083	+	14	14
1	25084	-	6	6
1	25103	+	12	12
1	25104	-	7	7
1	25123	+	10	10
1	25124	-	7	7
1	25167	+	3	3
1	25168	-	4	4
1	25170	+	4	4
1	25171	-	4	4
1	25244	+	7	8
1	25332	+	12	14
1	25333	-	1	1
1	25346	+	14	14
1	25347	-	2	2
1	25353	+	14	14
1	25354	-	3	3
1	25648	+	7	7
1	25649	-	3	3
1	25666	+	6	6
1	25667	-	3	3
1	25668	+	6	6
1	25669	-	3	3
1	25671	+	6	6
1	25672	-	3	3
1	25708	+	3	3
1	25709	-	3	3
1	25772	+	2	3
1	25773	-	3	3
1	25782	+	2	3
1	25783	-	3	3
1	25830	+	5	6
1	25831	-	1	1
1	25843	+	7	7
1	25844	-	2	2
1	25861	+	8	9
1	25862	-	2	2
1	25864	+	9	9
