chr	pos	strand	M	Cov
1	108	+	10	10
1	109	-	10	12
1	114	+	9	9
1	115	-	10	11
1	160	+	8	8
1	161	-	6	6
1	309	+	3	5
1	310	-	7	8
1	499	+	8	8
1	500	-	4	4
1	510	+	8	8
1	511	-	4	4
1	641	+	7	7
1	642	-	6	6
1	646	+	6	6
1	647	-	6	6
1	649	+	8	8
1	650	-	5	5
1	789	+	3	3
1	790	-	4	4
1	808	+	1	1
1	809	-	4	4
1	838	+	2	2
1	839	-	3	3
1	903	+	5	6
1	904	-	5	5
1	910	+	4	5
1	911	-	5	5
1	947	+	5	6
1	948	-	7	8
1	1323	+	10	11
1	1324	-	7	8
1	1438	+	3	5
1	1439	-	2	4
1	4107	+	5	10
1	4108	-	2	4
1	5458	+	7	7
1	5459	-	4	4
1	5464	+	6	7
1	5465	-	4	4
1	6451	+	2	3
1	6452	-	8	8
1	6501	+	1	1
1	6502	-	7	7
1	6511	+	1	1
1	6512	-	7	7
1	6519	+	3	3
1	6520	-	7	8
1	6682	+	4	4
1	6683	-	5	5
1	6685	+	3	5
1	6686	-	5	5
1	6691	+	6	8
1	6692	-	5	5
1	7019	+	4	4
1	7020	-	4	4
1	7021	+	4	4
1	7022	-	4	4
1	7033	+	5	5
1	10512	+	4	5
1	10513	-	6	8
1	10773	+	2	6
1	10774	-	3	4
1	16915	-	3	10
1	16955	+	3	10
1	16956	-	4	10
1	16973	+	8	11
1	16974	-	6	10
1	17543	+	7	10
1	17544	-	11	14
1	17571	+	7	11
1	17572	-	16	16
1	17601	+	3	9
1	17602	-	12	13
1	17639	+	7	8
1	17640	-	14	14
1	17831	+	4	6
1	17832	-	8	8
1	17958	+	3	3
1	17959	-	6	6
1	18105	-	3	3
1	18435	+	2	2
1	18440	+	2	2
1	18445	+	2	2
1	18447	+	3	3
1	18515	+	5	5
1	18539	+	6	6
1	18700	+	9	10
1	18701	-	4	5
1	18714	+	7	8
1	18715	-	5	7
1	18754	+	10	11
1	18755	-	9	10
1	18974	-	8	11
1	21938	+	6	10
1	21939	-	8	9
1	22464	-	2	5
1	22514	+	6	9
1	22515	-	3	4
1	22534	+	7	10
1	22535	-	3	4
1	22562	+	6	9
1	22563	-	2	5
1	22565	+	5	8
1	22566	-	3	5
1	22657	+	4	4
1	22662	+	4	4
1	22663	-	3	3
1	22736	+	2	2
1	22737	-	3	4
1	22754	+	3	3
1	22755	-	6	6
1	22786	+	11	11
1	22787	-	6	6
1	22798	+	12	13
1	22799	-	6	7
1	22830	+	12	12
1	22831	-	7	7
1	22836	+	13	13
1	22837	-	7	7
1	22869	+	11	12
1	22870	-	9	9
1	22971	+	8	11
1	22972	-	4	6
1	24189	+	8	9
1	24195	+	7	8
1	24196	-	1	1
1	24302	+	1	1
1	24311	+	1	1
1	24312	-	1	1
1	24331	-	1	1
1	24354	-	2	2
1	24413	+	6	6
1	24414	-	4	5
1	24455	+	4	4
1	24456	-	8	8
1	24622	+	7	7
1	24623	-	8	8
1	24746	+	5	5
1	24747	-	4	5
1	24834	+	7	7
1	24835	-	5	6
1	24837	+	6	7
1	24838	-	5	6
1	24849	+	3	7
1	25064	+	7	8
1	25065	-	3	3
1	25075	+	9	9
1	25076	-	5	5
1	25083	+	9	10
1	25084	-	4	4
1	25103	+	9	11
1	25104	-	4	4
1	25123	+	10	10
1	25124	-	3	3
1	25167	+	7	7
1	25168	-	2	3
1	25170	+	6	7
1	25171	-	3	3
1	25244	+	5	6
1	25245	-	1	1
1	25332	+	7	8
1	25346	+	9	10
1	25347	-	1	1
1	25353	+	10	11
1	25354	-	1	1
1	25648	+	3	3
1	25649	-	4	4
1	25667	-	3	3
1	25669	-	3	3
1	25671	+	2	2
1	25708	+	1	1
1	25709	-	2	2
1	25772	+	2	2
1	25773	-	4	4
1	25782	+	2	2
1	25783	-	5	5
1	25830	+	5	5
1	25831	-	5	7
1	25843	+	5	6
1	25844	-	7	8
1	25861	+	5	5
1	25862	-	8	8
1	25864	+	5	5
1	25865	-	7	7
1	25946	+	4	4
1	25947	-	5	5
1	25960	+	3	3
1	25961	-	5	5
1	26087	+	5	5
1	26088	-	8	9
1	26099	+	6	6
1	26100	-	7	7
1	26350	+	3	3
1	26351	-	5	6
1	26360	+	3	3
1	26361	-	4	6
1	26365	+	3	3
1	26366	-	3	4
1	26379	+	4	4
1	26380	-	2	3
1	26402	+	5	5
1	26408	+	5	5
1	26557	+	5	5
1	26558	-	5	5
1	26562	+	6	6
1	26563	-	4	4
1	26600	+	4	4
1	26649	+	2	2
1	26650	-	1	1
1	26728	+	1	1
1	26729	-	7	7
1	26730	+	1	1
1	26731	-	7	7
1	26786	+	2	2
1	26787	-	10	10
1	26920	+	4	4
1	26921	-	6	6
1	26959	+	2	3
1	26960	-	7	8
1	27148	+	13	14
1	27149	-	5	5
1	27162	+	13	13
1	27163	-	3	3
1	27184	+	7	7
1	27185	-	3	3
1	27484	+	4	4
1	27485	-	2	2
1	27499	+	5	5
1	27500	-	1	1
1	27501	+	5	5
1	27502	-	1	1
1	27624	+	2	3
1	27625	-	2	2
1	27650	+	3	3
1	27651	-	3	3
1	27843	+	9	10
1	27844	-	9	10
1	27977	+	7	7
1	27978	-	4	4
1	27989	+	8	8
1	27990	-	4	4
1	28015	+	4	6
1	28016	-	2	3
1	28020	+	5	5
1	28021	-	3	3
1	28032	+	7	7
1	28033	-	3	3
1	28158	+	6	6
