chr	pos	strand	M	Cov
1	108	+	3	3
1	109	-	12	12
1	114	+	4	4
1	115	-	13	13
1	160	+	9	10
1	161	-	8	8
1	309	+	9	9
1	310	-	8	8
1	499	+	9	11
1	500	-	5	5
1	510	+	8	9
1	511	-	5	5
1	641	+	8	8
1	642	-	5	5
1	646	+	6	7
1	647	-	6	6
1	649	+	7	7
1	650	-	6	6
1	789	+	10	11
1	790	-	8	8
1	808	+	9	9
1	809	-	10	10
1	838	+	6	6
1	839	-	11	11
1	903	+	4	4
1	904	-	7	7
1	910	+	4	4
1	911	-	6	6
1	947	+	3	3
1	948	-	7	8
1	1323	+	7	8
1	1324	-	12	12
1	1438	+	6	10
1	1439	-	5	6
1	4107	+	3	6
1	5458	+	9	9
1	5459	-	5	6
1	5464	+	7	8
1	5465	-	4	4
1	6451	+	6	6
1	6452	-	6	6
1	6501	+	1	1
1	6502	-	7	7
1	6512	-	8	8
1	6520	-	7	8
1	6682	+	4	5
1	6683	-	5	7
1	6685	+	4	5
1	6686	-	5	7
1	6691	+	6	6
1	6692	-	7	8
1	7019	+	3	3
1	7020	-	9	9
1	7021	+	3	3
1	7022	-	9	9
1	7033	+	2	2
1	7034	-	8	10
1	10420	-	2	8
1	10512	+	6	7
1	10513	-	8	9
1	10773	+	2	9
1	16500	-	2	9
1	16914	+	2	6
1	16955	+	2	8
1	16956	-	5	5
1	16973	+	4	12
1	16974	-	4	4
1	17543	+	5	5
1	17544	-	4	6
1	17571	+	4	6
1	17572	-	7	9
1	17601	+	3	3
1	17602	-	5	7
1	17639	+	5	5
1	17640	-	7	8
1	17831	+	9	12
1	17832	-	9	11
1	17958	+	3	3
1	17959	-	4	5
1	18104	+	3	3
1	18105	-	3	3
1	18358	-	3	3
1	18364	-	2	2
1	18375	-	1	1
1	18440	+	3	3
1	18445	+	3	3
1	18447	+	2	3
1	18515	+	6	7
1	18516	-	4	4
1	18539	+	9	10
1	18540	-	5	5
1	18700	+	12	13
1	18701	-	7	7
1	18714	+	9	14
1	18715	-	11	11
1	18754	+	9	10
1	18755	-	12	12
1	18973	+	4	5
1	18974	-	6	10
1	19101	+	3	11
1	21938	+	9	13
1	21939	-	7	8
1	22514	+	11	12
1	22515	-	4	4
1	22534	+	9	9
1	22562	+	8	8
1	22563	-	2	2
1	22565	+	8	8
1	22566	-	2	2
1	22657	+	10	10
1	22658	-	5	5
1	22662	+	10	10
1	22663	-	5	5
1	22736	+	6	9
1	22737	-	10	11
1	22754	+	5	7
1	22755	-	6	8
1	22786	+	7	8
1	22787	-	6	8
1	22798	+	8	9
1	22799	-	8	9
1	22830	+	8	9
1	22831	-	5	6
1	22836	+	10	11
1	22837	-	7	7
1	22869	+	10	11
1	22870	-	10	10
1	22971	+	4	5
1	22972	-	10	13
1	24189	+	7	7
1	24190	-	1	1
1	24195	+	5	6
1	24196	-	1	1
1	24302	+	5	6
1	24303	-	5	5
1	24311	+	6	7
1	24312	-	5	5
1	24330	+	4	4
1	24331	-	5	5
1	24351	+	3	3
1	24352	-	5	5
1	24353	+	3	3
1	24354	-	5	5
1	24413	+	6	6
1	24414	-	3	3
1	24455	+	7	8
1	24456	-	3	3
1	24622	+	14	14
1	24623	-	6	7
1	24746	+	6	6
1	24747	-	10	10
1	24834	+	5	5
1	24835	-	5	5
1	24837	+	7	7
1	24838	-	4	5
1	24849	+	2	4
1	24850	-	4	5
1	25064	+	5	5
1	25065	-	3	4
1	25075	+	4	4
1	25076	-	2	2
1	25083	+	4	4
1	25084	-	1	1
1	25103	+	4	5
1	25104	-	3	4
1	25123	+	7	7
1	25124	-	5	5
1	25167	+	9	9
1	25168	-	5	6
1	25170	+	8	9
1	25171	-	5	6
1	25244	+	9	11
1	25245	-	3	3
1	25332	+	4	4
1	25333	-	3	4
1	25346	+	3	4
1	25347	-	4	4
1	25353	+	4	4
1	25354	-	2	3
1	25648	+	3	3
1	25649	-	4	4
1	25666	+	2	2
1	25667	-	4	4
1	25668	+	3	3
1	25669	-	4	4
1	25671	+	3	3
1	25672	-	3	3
1	25708	+	4	4
1	25709	-	4	4
1	25772	+	6	6
1	25773	-	8	8
1	25782	+	6	7
1	25783	-	5	6
1	25830	+	5	5
1	25831	-	9	9
1	25843	+	6	6
1	25844	-	6	7
1	25861	+	7	7
1	25862	-	5	5
1	25864	+	8	8
1	25865	-	6	6
1	25946	+	7	7
1	25947	-	7	7
1	25960	+	5	5
1	25961	-	8	8
1	26087	+	12	14
1	26088	-	6	6
1	26099	+	12	14
1	26100	-	6	6
1	26114	-	2	6
1	26350	+	7	7
1	26351	-	2	2
1	26360	+	7	7
1	26361	-	3	3
1	26365	+	7	7
1	26366	-	3	3
1	26379	+	5	6
1	26380	-	4	4
1	26402	+	7	7
1	26403	-	5	5
1	26408	+	5	7
1	26409	-	5	5
1	26557	+	6	6
1	26558	-	8	8
1	26562	+	7	7
1	26563	-	9	10
1	26600	+	10	10
1	26601	-	10	10
1	26649	+	7	7
1	26650	-	7	7
1	26728	+	4	4
1	26729	-	3	3
1	26730	+	4	4
1	26731	-	3	3
1	26786	+	4	4
1	26787	-	6	7
1	26920	+	6	8
1	26921	-	6	7
1	26959	+	12	12
1	26960	-	6	6
1	27148	+	10	11
1	27149	-	1	1
1	27162	+	9	9
1	27163	-	1	1
1	27184	+	5	6
1	27185	-	2	3
1	27484	+	7	8
1	27485	-	4	4
1	27499	+	7	7
1	27500	-	5	6
1	27501	+	7	7
1	27502	-	6	6
1	27624	+	4	4
1	27625	-	2	2
1	27650	+	4	4
1	27651	-	5	5
1	27843	+	8	8
1	27844	-	5	5
1	27977	+	6	6
1	27978	-	5	5
1	27989	+	6	6
1	27990	-	4	4
1	28015	+	5	5
1	28016	-	5	5
1	28020	+	7	7
1	28021	-	5	5
1	28032	+	6	6
1	28033	-	5	5
1	28158	+	2	2
1	28159	-	4	4
1	28299	+	4	5
1	28300	-	8	8
1	28308	+	4	4
1	28309	-	7	8
1	28315	+	5	5
1	28316	-	7	7
1	28323	+	6	6
1	28324	-	6	6
1	28630	+	7	7
1	28631	-	6	6
1	28753	+	2	7
1	28763	+	7	7
1	28764	-	8	8
1	28848	+	1	1
1	28849	-	6	6
1	28860	-	7	7
1	28923	+	5	5
1	28924	-	6	7
1	28947	+	5	5
1	28948	-	6	6
1	28958	+	4	4
1	28959	-	4	5
1	28964	+	5	5
1	28965	-	6	6
1	28978	+	7	7
1	28979	-	4	5
1	29179	+	4	4
1	29180	-	8	9
1	29184	+	6	6
1	29185	-	9	9
1	29206	+	7	7
1	29207	-	5	7
1	29255	+	6	6
1	29256	-	3	3
1	29382	+	1	1
1	29383	-	2	3
1	29387	+	2	2
1	29388	-	4	4
1	29392	+	3	3
1	29393	-	2	4
1	29397	+	3	3
1	29398	-	4	4
1	29427	+	7	7
1	29428	-	4	4
1	29434	+	7	7
1	29435	-	3	3
1	29437	+	6	7
1	29438	-	3	3
1	29463	+	7	7
1	29464	-	4	6
1	29470	+	7	7
1	29471	-	3	5
1	29494	+	6	6
1	29495	-	3	3
1	29506	+	5	6
1	29507	-	3	3
1	29562	+	5	5
1	29563	-	3	3
1	29567	+	5	5
1	29568	-	3	3
1	29586	+	4	5
1	29755	+	8	8
1	29756	-	5	5
1	29887	+	2	2
1	29888	-	6	6
1	29889	+	2	2
1	29890	-	6	6
1	29966	+	5	5
1	29967	-	8	8
1	29976	+	5	5
1	29977	-	6	6
1	29986	+	6	6
1	29987	-	4	6
1	29999	+	5	5
1	30000	-	4	5
1	30001	+	5	5
1	30002	-	5	5
1	30006	+	7	7
1	30007	-	5	5
1	30035	+	6	9
1	30036	-	6	6
1	30040	+	9	9
1	30041	-	5	6
1	30049	+	8	9
1	30050	-	7	7
1	30055	+	9	10
1	30056	-	7	7
1	30176	-	2	6
1	30183	+	6	6
1	30184	-	6	6
1	30189	+	7	8
1	30190	-	7	7
1	30464	+	9	9
1	30469	+	9	9
1	30484	+	8	8
1	30485	-	2	4
1	30521	+	10	11
1	30522	-	5	6
1	30542	+	2	8
1	30543	-	2	6
1	30561	+	6	6
1	30562	-	6	6
1	30564	+	8	8
1	30565	-	6	6
1	30584	+	7	7
1	30585	-	4	4
1	30593	+	7	8
1	30594	-	2	2
1	30623	+	7	7
1	30624	-	1	1
1	30630	+	7	7
1	30631	-	1	1
1	30690	+	8	9
1	30691	-	2	2
1	30698	+	8	8
1	30699	-	2	2
1	30714	+	6	6
1	30715	-	2	2
1	30878	+	7	8
1	30879	-	2	2
1	31698	+	9	9
1	31699	-	1	1
1	31706	+	10	10
1	31707	-	1	1
1	31709	+	11	11
1	31710	-	1	1
1	31724	+	2	11
1	31983	+	4	5
1	31984	-	9	11
1	32136	+	6	6
1	32137	-	5	5
1	35020	+	5	5
1	35021	-	2	2
1	35027	+	4	4
1	35028	-	3	3
1	35042	+	3	3
1	35043	-	4	4
1	35050	+	3	3
1	35051	-	4	4
1	35423	+	2	2
1	35424	-	8	8
1	35425	+	2	2
1	35426	-	8	8
1	35842	+	7	8
1	35859	+	5	5
1	35860	-	2	2
1	35892	+	5	5
1	35893	-	2	2
1	35900	+	6	6
1	35901	-	3	3
1	36090	+	9	9
1	36091	-	2	2
1	36099	+	7	8
1	36100	-	2	2
1	42235	-	4	6
1	42545	+	13	13
1	42546	-	4	6
1	42689	+	9	9
1	42690	-	5	6
1	43053	-	2	7
1	43096	+	2	10
1	43097	-	2	8
1	43149	+	4	12
1	43163	+	4	13
1	44726	+	9	10
1	44727	-	12	12
1	45303	+	2	8
1	47946	+	8	9
1	47947	-	2	3
1	47962	+	11	11
1	47963	-	3	4
1	47964	+	2	11
1	54300	+	3	4
1	54301	-	2	2
1	54306	+	4	5
1	54321	+	2	6
1	55841	+	2	2
1	55842	-	11	11
1	55919	+	5	6
1	55920	-	5	6
1	55921	+	5	6
1	55922	-	5	6
1	55937	+	4	6
1	55938	-	4	5
1	55997	+	3	4
1	55998	-	5	5
1	56015	+	3	3
1	56016	-	7	7
1	56025	-	8	9
1	56042	+	3	3
1	56043	-	10	10
1	56075	+	4	5
1	56076	-	9	12
1	56093	+	6	6
1	56094	-	8	10
1	56120	+	4	6
1	56121	-	6	9
1	56147	+	7	9
1	56148	-	7	9
1	56156	+	7	9
1	56157	-	6	7
1	56201	+	9	12
1	56202	-	10	10
1	56211	+	9	11
1	56212	-	10	11
1	56240	+	4	7
1	56241	-	13	16
1	56258	+	5	6
1	56259	-	17	19
1	56267	+	5	6
1	56268	-	18	19
1	56404	+	3	3
1	56405	-	4	4
1	56429	+	4	4
1	56430	-	7	8
1	56439	+	4	4
1	56440	-	7	7
1	56458	+	3	4
1	56459	-	6	6
1	56519	+	5	5
1	56520	-	5	5
1	56541	+	5	5
1	56542	-	8	8
1	56673	+	2	8
1	56674	-	2	7
1	56705	+	3	8
1	56706	-	5	8
1	56730	-	2	8
1	58135	-	2	4
1	58263	+	5	10
1	58264	-	2	4
1	58270	+	6	10
1	58271	-	4	4
1	62722	+	2	9
1	65399	+	5	5
1	65400	-	3	3
1	70673	+	4	5
1	70674	-	7	8
1	70683	+	5	5
1	70684	-	8	8
1	70691	+	3	4
1	70692	-	8	8
1	70720	+	3	4
1	70721	-	8	10
1	70789	-	7	8
1	70834	+	2	3
1	70835	-	5	5
1	70865	+	3	3
1	70866	-	6	6
1	70876	+	3	3
1	70877	-	4	4
1	76838	+	7	8
1	76839	-	7	7
1	76856	+	6	8
1	76857	-	3	3
1	76943	+	4	4
1	76944	-	6	6
1	77000	+	2	4
1	77001	-	6	6
1	77036	+	4	5
1	77037	-	6	6
1	77038	+	5	6
1	77039	-	5	5
1	77059	+	5	7
1	77060	-	5	5
1	77220	+	6	6
1	77221	-	4	4
1	77222	+	6	6
1	77223	-	4	4
1	77229	+	6	7
1	77230	-	4	4
1	77241	+	6	6
1	77242	-	3	4
1	77352	+	5	5
1	77353	-	3	3
1	77368	+	4	4
1	77369	-	4	4
1	77371	+	4	4
1	77372	-	4	4
1	77378	+	4	4
1	77379	-	3	3
1	77391	+	3	3
1	77392	-	2	2
1	78870	-	2	8
1	83239	+	2	3
1	83244	+	2	2
1	84432	-	2	6
1	92671	+	6	6
1	92672	-	6	6
1	92865	+	6	6
1	92866	-	5	5
1	92875	+	6	6
1	92876	-	6	6
1	92889	+	4	4
1	92890	-	5	5
1	93220	+	3	3
1	93221	-	7	8
1	93326	-	3	3
1	93531	+	6	6
1	93532	-	5	6
1	93535	+	6	6
1	93536	-	6	6
1	93798	+	7	7
1	93799	-	7	7
1	93807	+	6	7
1	93808	-	7	7
1	93831	+	9	9
1	93832	-	5	6
1	93834	+	9	9
1	93835	-	6	6
1	93981	+	8	8
1	93982	-	3	3
1	93991	+	9	9
1	93992	-	6	6
1	94025	+	10	10
1	94026	-	4	5
1	94181	+	8	9
1	94182	-	2	2
1	94410	+	4	5
1	94411	-	4	4
1	94415	+	5	5
1	94416	-	4	4
1	94457	+	8	8
1	94458	-	4	5
1	94609	+	3	4
1	94610	-	6	6
1	94612	+	5	5
1	94613	-	7	7
1	94621	+	7	8
1	94622	-	8	8
1	94633	+	6	6
1	94634	-	9	9
1	94711	+	6	6
1	94712	-	7	7
1	94778	+	4	4
1	94779	-	7	7
1	94800	+	4	4
1	94801	-	4	4
1	94991	+	3	3
1	94992	-	6	6
1	95014	+	9	9
1	95015	-	5	6
1	95019	+	9	9
1	95020	-	7	7
1	95240	+	4	6
1	95241	-	2	4
1	95247	+	4	6
1	95248	-	3	4
1	95256	+	5	6
1	95257	-	2	2
1	95263	+	5	6
1	95264	-	2	2
1	95274	+	5	6
1	95275	-	3	3
1	95391	+	3	7
1	95392	-	4	5
1	98213	+	4	5
1	98214	-	5	6
1	98231	+	6	6
1	98232	-	6	7
1	98567	+	3	3
1	98568	-	4	5
1	98573	+	2	3
1	98574	-	4	5
1	101184	+	6	6
1	101185	-	4	4
1	101193	+	2	6
1	101194	-	4	4
1	110702	+	3	3
1	110703	-	3	3
1	110750	+	2	2
1	110751	-	4	4
1	110851	+	3	7
1	110853	+	7	8
1	110854	-	4	4
1	110871	+	4	4
1	110872	-	4	4
1	110879	+	3	4
1	110880	-	4	4
1	110955	+	2	3
1	110956	-	3	3
1	110987	+	2	3
1	110988	-	2	2
1	111003	+	4	4
1	111004	-	2	2
1	111005	+	3	4
1	111006	-	1	1
1	111021	+	3	3
1	111022	-	1	1
1	111030	+	4	4
1	111031	-	1	1
1	111032	+	4	4
1	111033	-	1	1
1	113059	+	2	5
1	113062	+	2	5
1	120858	+	2	9
1	120859	-	2	4
1	121757	-	2	10
1	121770	+	4	4
1	121771	-	10	11
1	121780	+	3	3
1	121781	-	11	11
1	121790	+	3	3
1	121791	-	11	11
1	121826	+	2	2
1	121827	-	6	6
1	121829	+	2	2
1	121830	-	6	7
1	121934	+	8	8
1	121935	-	3	3
1	121947	+	8	8
1	121948	-	3	3
1	121964	+	7	7
1	121965	-	4	4
1	122139	+	5	6
1	122140	-	1	1
1	122196	+	4	5
1	122197	-	2	2
1	122199	+	4	4
1	122200	-	2	2
1	122305	+	6	7
1	122306	-	1	1
1	122315	+	6	7
1	122316	-	1	1
1	122403	+	4	4
1	122404	-	4	4
1	122712	+	3	3
1	122713	-	10	11
