chr	pos	strand	M	Cov
1	108	+	14	14
1	109	-	17	18
1	114	+	12	13
1	115	-	19	19
1	160	+	12	12
1	161	-	14	14
1	309	+	3	3
1	310	-	10	11
1	499	+	7	7
1	500	-	11	11
1	510	+	7	8
1	511	-	11	11
1	641	+	6	6
1	642	-	11	11
1	646	+	7	7
1	647	-	10	10
1	649	+	7	7
1	650	-	10	10
1	789	+	4	4
1	790	-	12	15
1	808	+	6	6
1	809	-	17	18
1	838	+	7	7
1	839	-	14	15
1	903	+	7	7
1	904	-	16	18
1	910	+	7	8
1	911	-	18	18
1	947	+	8	8
1	948	-	16	16
1	1323	+	9	9
1	1324	-	14	14
1	1438	+	7	12
1	1439	-	7	15
1	4107	+	2	5
1	4108	-	3	3
1	5458	+	7	7
1	5464	+	7	7
1	5641	-	2	9
1	6451	+	3	4
1	6452	-	10	12
1	6502	-	11	12
1	6512	-	10	13
1	6520	-	11	13
1	6682	+	3	5
1	6683	-	8	11
1	6685	+	3	6
1	6686	-	8	11
1	6691	+	6	7
1	6692	-	9	10
1	7019	+	9	9
1	7020	-	7	7
1	7021	+	7	8
1	7022	-	7	7
1	7033	+	7	8
1	7034	-	4	5
1	10512	+	6	6
1	10513	-	5	5
1	10608	+	3	12
1	10773	+	5	16
1	10774	-	2	8
1	10807	+	3	18
1	16914	+	2	11
1	16915	-	5	10
1	16955	+	7	15
1	16956	-	3	11
1	16973	+	6	12
1	16974	-	7	10
1	17543	+	4	6
1	17544	-	13	19
1	17571	+	8	10
1	17572	-	12	19
1	17601	+	9	10
1	17602	-	10	14
1	17639	+	13	14
1	17640	-	11	12
1	17831	+	12	14
1	17832	-	10	12
1	17958	+	6	6
1	17959	-	7	7
1	18104	+	3	3
1	18105	-	3	3
1	18358	-	4	4
1	18364	-	3	4
1	18375	-	3	3
1	18379	-	2	2
1	18435	+	6	6
1	18440	+	7	7
1	18441	-	1	1
1	18445	+	6	7
1	18447	+	7	8
1	18515	+	10	11
1	18516	-	2	2
1	18539	+	9	12
1	18540	-	5	5
1	18700	+	17	18
1	18701	-	17	18
1	18714	+	18	20
1	18715	-	16	16
1	18754	+	18	18
1	18755	-	12	12
1	18974	-	11	14
1	19102	-	2	21
1	21938	+	7	11
1	21939	-	16	20
1	21981	-	3	20
1	22514	+	11	12
1	22515	-	5	5
1	22534	+	11	14
1	22535	-	3	5
1	22562	+	9	12
1	22563	-	7	8
1	22565	+	11	12
1	22566	-	6	8
1	22657	+	11	12
1	22658	-	2	2
1	22662	+	9	11
1	22663	-	2	2
1	22736	+	8	9
1	22737	-	14	14
1	22754	+	10	10
1	22755	-	17	17
1	22786	+	12	15
1	22787	-	15	16
1	22798	+	12	13
1	22799	-	15	16
1	22830	+	15	16
1	22831	-	16	16
1	22836	+	17	17
1	22837	-	14	15
1	22869	+	16	16
1	22870	-	15	15
1	22971	+	16	19
1	22972	-	14	20
1	23025	+	2	17
1	24187	+	3	8
1	24189	+	7	8
1	24195	+	8	9
1	24302	+	10	10
1	24311	+	9	10
1	24330	+	8	9
1	24351	+	8	8
1	24353	+	8	8
1	24354	-	1	1
1	24413	+	2	2
1	24455	+	3	3
1	24456	-	4	4
1	24622	+	4	4
1	24623	-	12	12
1	24746	+	1	1
1	24747	-	13	13
1	24835	-	13	13
1	24837	+	3	3
1	24838	-	12	12
1	24849	+	2	4
1	24850	-	9	13
1	25064	+	9	9
1	25065	-	4	4
1	25075	+	9	9
1	25076	-	3	3
1	25083	+	8	9
1	25084	-	4	4
1	25103	+	7	8
1	25104	-	4	4
1	25123	+	7	8
1	25124	-	6	6
1	25167	+	8	8
1	25168	-	7	7
1	25170	+	9	9
1	25171	-	6	7
1	25244	+	14	16
1	25245	-	6	6
1	25332	+	7	10
1	25333	-	1	1
1	25346	+	10	11
1	25347	-	1	1
1	25353	+	9	11
1	25354	-	1	1
1	25648	+	2	2
1	25649	-	3	3
1	25666	+	2	2
1	25667	-	3	3
1	25668	+	2	2
1	25669	-	3	3
1	25671	+	2	2
1	25672	-	4	4
1	25708	+	2	2
1	25709	-	1	1
1	25772	+	5	5
1	25773	-	3	4
1	25782	+	5	5
1	25783	-	4	4
1	25830	+	7	7
1	25831	-	5	5
1	25843	+	7	7
1	25844	-	5	5
1	25861	+	6	6
1	25862	-	3	3
1	25864	+	4	5
1	25865	-	3	3
1	25946	+	6	6
1	25947	-	5	6
1	25960	+	5	6
1	25961	-	6	7
1	26087	+	10	11
1	26088	-	5	6
1	26099	+	10	11
1	26100	-	6	6
1	26350	+	2	2
1	26351	-	10	12
1	26360	+	5	5
1	26361	-	11	11
1	26365	+	5	5
1	26366	-	12	12
1	26379	+	5	5
1	26380	-	12	12
1	26402	+	4	5
1	26403	-	8	9
1	26408	+	3	4
1	26409	-	8	8
1	26557	+	11	11
1	26558	-	5	5
1	26562	+	10	10
1	26563	-	5	5
1	26600	+	4	4
1	26601	-	4	4
1	26649	+	3	3
1	26650	-	1	1
1	26728	+	2	3
1	26729	-	4	4
1	26730	+	3	3
1	26731	-	3	4
1	26786	+	1	1
1	26787	-	6	6
1	26920	+	3	3
1	26921	-	5	6
1	26959	+	3	3
1	26960	-	5	6
1	27148	+	4	4
1	27149	-	4	4
1	27162	+	4	4
1	27163	-	5	6
1	27184	+	5	5
1	27185	-	4	5
1	27484	+	10	10
1	27485	-	7	8
1	27499	+	9	9
1	27500	-	6	6
1	27501	+	10	10
1	27502	-	6	6
1	27624	+	3	3
1	27625	-	6	6
1	27650	+	2	2
1	27651	-	6	6
1	27843	+	6	7
1	27844	-	4	4
1	27977	+	5	5
1	27978	-	3	3
1	27989	+	5	5
1	27990	-	2	2
1	28015	+	3	3
1	28016	-	1	1
1	28020	+	2	3
1	28021	-	1	1
1	28032	+	2	4
1	28158	+	11	11
1	28159	-	4	4
1	28299	+	10	11
1	28308	+	8	9
1	28315	+	7	7
1	28323	+	7	7
1	28630	+	6	6
1	28631	-	5	5
1	28763	+	4	4
1	28764	-	4	5
1	28848	+	1	1
1	28849	-	8	8
1	28859	+	2	2
1	28860	-	7	8
1	28923	+	1	1
1	28924	-	3	4
1	28947	+	2	2
1	28948	-	5	5
1	28958	+	1	1
1	28959	-	5	5
1	28964	+	1	1
1	28965	-	6	6
1	28978	+	3	3
1	28979	-	8	8
1	29179	+	6	6
1	29180	-	7	7
1	29184	+	7	7
1	29185	-	7	7
1	29206	+	8	8
1	29207	-	12	12
1	29255	+	3	3
1	29256	-	10	12
1	29382	+	5	6
1	29383	-	2	2
1	29387	+	6	6
1	29388	-	2	2
1	29392	+	4	5
1	29393	-	2	2
1	29397	+	4	5
1	29398	-	2	2
1	29427	+	4	5
1	29428	-	2	2
1	29434	+	6	6
1	29435	-	2	2
1	29437	+	6	7
1	29438	-	2	2
1	29463	+	7	8
1	29464	-	2	2
1	29470	+	7	8
1	29471	-	2	2
1	29494	+	11	11
1	29495	-	2	2
1	29506	+	11	11
1	29507	-	3	3
1	29562	+	7	7
1	29563	-	3	3
1	29567	+	7	7
1	29568	-	3	3
1	29586	+	4	6
1	29587	-	2	2
1	29755	+	4	4
1	29756	-	5	5
1	29887	+	3	4
1	29888	-	3	4
1	29889	+	5	5
1	29890	-	4	4
1	29966	+	3	3
1	29967	-	9	9
1	29976	+	5	5
1	29977	-	8	8
1	29986	+	6	6
1	29987	-	8	8
1	29999	+	6	6
1	30000	-	8	8
1	30001	+	7	7
1	30002	-	6	7
1	30006	+	6	7
1	30007	-	5	5
1	30035	+	6	8
1	30036	-	5	5
1	30040	+	10	10
1	30041	-	3	3
1	30049	+	8	9
1	30050	-	2	2
1	30055	+	9	9
1	30056	-	2	2
1	30183	+	5	5
1	30184	-	2	2
1	30189	+	5	5
1	30190	-	2	2
1	30464	+	8	8
1	30465	-	3	3
1	30469	+	8	8
1	30470	-	3	3
1	30484	+	8	9
1	30485	-	3	3
1	30521	+	8	8
1	30522	-	7	7
1	30542	+	5	11
1	30543	-	2	6
1	30561	+	7	7
1	30562	-	7	7
1	30564	+	7	7
1	30565	-	5	6
1	30584	+	8	8
1	30585	-	6	6
1	30593	+	8	8
1	30594	-	3	3
1	30623	+	8	8
1	30624	-	2	2
1	30630	+	6	7
1	30631	-	3	3
1	30690	+	11	14
1	30691	-	4	4
1	30698	+	13	13
1	30699	-	3	3
1	30714	+	11	12
1	30715	-	3	3
1	30878	+	11	13
1	31698	+	13	15
1	31699	-	2	2
1	31706	+	12	13
1	31707	-	3	3
1	31709	+	12	14
1	31710	-	3	3
1	31983	+	6	8
1	31984	-	2	3
1	32136	+	12	13
1	35020	+	3	3
1	35027	+	3	3
1	35042	+	4	4
1	35050	+	4	5
1	35423	+	1	1
1	35424	-	9	9
1	35425	+	1	1
1	35426	-	9	9
1	35842	+	3	3
1	35843	-	4	5
1	35859	+	3	3
1	35860	-	2	4
1	35892	+	6	6
1	35900	+	5	5
1	35901	-	3	3
1	36090	+	3	3
1	36091	-	3	4
1	36099	+	3	3
1	36100	-	4	4
1	42120	-	2	7
1	42234	+	3	7
1	42545	+	9	10
1	42546	-	12	12
1	42689	+	12	12
1	42690	-	13	13
1	43022	+	2	11
1	43096	+	5	11
1	43097	-	6	9
1	43149	+	4	10
1	43150	-	2	8
1	43163	+	4	9
1	43164	-	3	10
1	44726	+	8	9
1	44727	-	16	16
1	47946	+	3	3
1	47947	-	8	8
1	47962	+	3	4
1	47963	-	8	10
1	51701	-	2	15
1	54301	-	3	3
1	54306	+	1	1
1	54307	-	2	3
1	54322	-	2	2
1	55841	+	8	8
1	55842	-	6	6
1	55919	+	7	7
1	55920	-	6	7
1	55921	+	7	7
1	55922	-	7	7
1	55937	+	9	9
1	55938	-	8	8
1	55997	+	6	10
1	55998	-	14	18
1	56015	+	9	10
1	56016	-	19	20
1	56024	+	10	10
1	56025	-	17	18
1	56042	+	8	9
1	56043	-	17	17
1	56075	+	8	10
1	56076	-	11	13
1	56093	+	9	10
1	56094	-	10	10
1	56120	+	8	9
1	56121	-	7	9
1	56147	+	10	10
1	56148	-	13	13
1	56156	+	11	12
1	56157	-	14	15
1	56201	+	10	11
1	56202	-	23	24
1	56211	+	9	10
1	56212	-	23	25
1	56240	+	10	13
1	56241	-	22	27
1	56258	+	7	9
1	56259	-	22	25
1	56267	+	8	9
1	56268	-	22	26
1	56404	+	16	16
1	56405	-	9	10
1	56429	+	15	15
1	56430	-	10	10
1	56439	+	12	12
1	56440	-	9	9
1	56458	+	10	11
1	56459	-	6	6
1	56519	+	3	4
1	56520	-	6	6
1	56541	+	4	4
1	56542	-	7	7
1	56705	+	3	11
1	58271	-	3	3
1	58289	-	2	4
1	62930	+	3	5
1	62931	-	3	12
1	65399	+	1	1
1	65400	-	6	6
1	70673	+	3	3
1	70674	-	9	10
1	70683	+	3	3
1	70684	-	7	8
1	70691	+	4	4
1	70692	-	7	7
1	70720	+	4	4
1	70721	-	4	4
1	70788	+	2	5
1	70789	-	2	5
1	70834	+	9	10
1	70835	-	4	4
1	70865	+	9	9
1	70866	-	5	5
1	70876	+	9	10
1	70877	-	5	5
1	71861	+	2	10
1	76838	+	7	9
1	76839	-	6	6
1	76856	+	7	7
1	76857	-	8	9
1	76943	+	5	5
1	76944	-	8	8
1	77000	+	5	5
1	77001	-	3	3
1	77036	+	8	8
1	77037	-	3	3
1	77038	+	8	8
1	77039	-	3	3
1	77059	+	9	9
1	77060	-	4	4
1	77220	+	12	12
1	77221	-	1	1
1	77222	+	12	12
1	77223	-	1	1
1	77229	+	12	12
1	77230	-	1	1
1	77241	+	12	13
1	77242	-	1	1
1	77352	+	8	8
1	77353	-	1	1
1	77368	+	9	9
1	77369	-	2	2
1	77371	+	9	9
1	77372	-	2	2
1	77378	+	6	7
1	77379	-	4	4
1	77391	+	7	7
1	77392	-	6	6
1	86989	+	1	1
1	88401	-	2	5
1	92671	+	3	3
1	92672	-	6	6
1	92865	+	6	6
1	92866	-	3	3
1	92875	+	6	7
1	92876	-	4	4
1	92889	+	8	8
1	92890	-	3	4
1	93220	+	5	5
1	93221	-	4	4
1	93325	+	2	2
1	93326	-	5	5
1	93531	+	1	1
1	93532	-	3	4
1	93535	+	1	1
1	93536	-	4	4
1	93798	+	7	7
1	93799	-	2	2
1	93807	+	10	10
1	93808	-	2	2
1	93831	+	11	11
1	93832	-	4	4
1	93834	+	11	11
1	93835	-	4	4
1	93981	+	6	6
1	93982	-	2	2
1	93991	+	7	7
1	93992	-	2	2
1	94025	+	4	4
1	94181	+	4	5
1	94410	+	8	9
1	94411	-	4	4
1	94415	+	8	8
1	94416	-	4	4
1	94457	+	6	6
1	94458	-	5	5
1	94609	+	3	3
1	94610	-	1	1
1	94612	+	4	4
1	94613	-	1	1
1	94621	+	5	5
1	94622	-	1	1
1	94633	+	5	5
1	94634	-	1	1
1	94711	+	5	5
1	94778	+	4	4
1	94779	-	3	3
1	94800	+	4	4
1	94801	-	4	4
1	94991	+	5	5
1	94992	-	5	6
1	95014	+	6	6
1	95015	-	5	5
1	95019	+	4	6
1	95020	-	4	4
1	95240	+	6	6
1	95241	-	2	2
1	95247	+	6	6
1	95248	-	2	2
1	95256	+	6	6
1	95257	-	2	2
1	95263	+	6	6
1	95264	-	2	2
1	95274	+	6	6
1	95391	+	2	6
1	95392	-	1	1
1	98213	+	9	10
1	98214	-	4	4
1	98231	+	9	9
1	98232	-	3	3
1	98567	+	1	1
1	98568	-	5	5
1	98573	+	2	2
1	98574	-	6	6
1	101184	+	13	13
1	101185	-	1	1
1	101193	+	10	12
1	101194	-	1	1
1	110702	+	3	3
1	110703	-	4	4
1	110750	+	5	6
1	110751	-	3	3
1	110853	+	5	5
1	110854	-	2	2
1	110871	+	6	7
1	110872	-	2	2
1	110879	+	7	7
1	110880	-	1	1
1	110955	+	2	3
1	110987	+	2	2
1	111003	+	2	2
1	111005	+	2	2
1	111006	-	2	2
1	111021	+	2	2
1	111022	-	1	1
1	111030	+	4	4
1	111031	-	1	1
1	111032	+	4	4
1	111033	-	1	1
1	113060	-	2	3
1	113062	+	2	6
1	113660	-	1	1
